183,500,0
443,500,0
198,501,1
325,501,1
263,502,2
495,502,2
326,503,3
498,503,3
320,504,4
351,504,4
256,505,5
467,505,5
202,506,6
483,506,6
432,507,7
440,507,7
287,508,8
293,508,8
187,509,9
330,509,9
115,510,10
119,510,10
413,511,11
510,511,11
24,512,12
300,512,12
329,513,13
429,513,13
84,514,14
277,514,14
211,515,15
509,515,15
181,516,16
387,516,16
409,517,17
503,517,17
159,518,18
255,518,18
220,519,19
518,519,19
154,520,20
500,520,20
381,521,21
508,521,21
33,522,22
254,522,22
511,523,23
517,523,23
502,524,24
523,524,24
238,525,25
265,525,25
28,526,26
121,526,26
405,527,27
526,527,27
171,528,28
466,528,28
269,529,29
272,529,29
262,530,30
506,530,30
70,531,31
530,531,31
6,532,32
286,532,32
225,533,33
307,533,33
206,534,34
472,534,34
57,535,35
250,535,35
74,536,36
535,536,36
139,537,37
451,537,37
392,538,38
520,538,38
201,539,39
457,539,39
50,540,40
522,540,40
130,541,41
521,541,41
259,542,42
477,542,42
44,543,43
379,543,43
280,544,44
538,544,44
394,545,45
501,545,45
305,546,46
540,546,46
97,547,47
249,547,47
391,548,48
519,548,48
82,549,49
496,549,49
378,550,50
463,550,50
90,551,51
418,551,51
102,552,52
303,552,52
27,553,53
39,553,53
0,554,54
543,554,54
41,555,55
72,555,55
482,556,56
548,556,56
270,557,57
313,557,57
78,558,58
197,558,58
431,559,59
533,559,59
403,560,60
404,560,60
417,561,61
532,561,61
541,562,62
561,562,62
398,563,63
562,563,63
295,564,64
455,564,64
65,565,65
274,565,65
471,566,66
565,566,66
308,567,67
566,567,67
337,568,68
529,568,68
340,569,69
478,569,69
20,570,70
525,570,70
397,571,71
411,571,71
153,572,72
527,572,72
363,573,73
572,573,73
126,574,74
328,574,74
487,575,75
534,575,75
104,576,76
144,576,76
368,577,77
481,577,77
217,578,78
494,578,78
87,579,79
128,579,79
245,580,80
289,580,80
364,581,81
531,581,81
42,582,82
191,582,82
232,583,83
563,583,83
434,584,84
537,584,84
414,585,85
491,585,85
460,586,86
584,586,86
86,587,87
248,587,87
504,588,88
574,588,88
140,589,89
297,589,89
458,590,90
552,590,90
547,591,91
590,591,91
213,592,92
591,592,92
12,593,93
592,593,93
577,594,94
593,594,94
324,595,95
594,595,95
281,596,96
298,596,96
516,597,97
587,597,97
34,598,98
597,598,98
352,599,99
507,599,99
228,600,100
544,600,100
163,601,101
264,601,101
7,602,102
353,602,102
366,603,103
474,603,103
257,604,104
539,604,104
127,605,105
513,605,105
408,606,106
605,606,106
96,607,107
319,607,107
528,608,108
576,608,108
384,609,109
428,609,109
114,610,110
302,610,110
595,611,111
610,611,111
185,612,112
244,612,112
338,613,113
612,613,113
13,614,114
480,614,114
226,615,115
551,615,115
125,616,116
283,616,116
356,617,117
601,617,117
568,618,118
617,618,118
497,619,119
536,619,119
47,620,120
582,620,120
212,621,121
600,621,121
165,622,122
611,622,122
157,623,123
583,623,123
342,624,124
623,624,124
218,625,125
341,625,125
604,626,126
625,626,126
514,627,127
606,627,127
177,628,128
575,628,128
444,629,129
628,629,129
402,630,130
570,630,130
615,631,131
630,631,131
103,632,132
631,632,132
100,633,133
151,633,133
288,634,134
580,634,134
332,635,135
589,635,135
294,636,136
433,636,136
588,637,137
619,637,137
290,638,138
473,638,138
559,639,139
622,639,139
10,640,140
18,640,140
227,641,141
626,641,141
160,642,142
194,642,142
46,643,143
642,643,143
446,644,144
449,644,144
279,645,145
416,645,145
558,646,146
645,646,146
276,647,147
646,647,147
192,648,148
647,648,148
627,649,149
648,649,149
193,650,150
649,650,150
168,651,151
459,651,151
292,652,152
371,652,152
396,653,153
598,653,153
479,654,154
556,654,154
334,655,155
425,655,155
441,656,156
655,656,156
450,657,157
553,657,157
25,658,158
331,658,158
68,659,159
214,659,159
172,660,160
564,660,160
132,661,161
146,661,161
306,662,162
323,662,162
223,663,163
636,663,163
150,664,164
654,664,164
545,665,165
546,665,165
63,666,166
370,666,166
60,667,167
285,667,167
581,668,168
635,668,168
241,669,169
668,669,169
240,670,170
656,670,170
182,671,171
349,671,171
420,672,172
664,672,172
36,673,173
412,673,173
436,674,174
488,674,174
138,675,175
164,675,175
5,676,176
190,676,176
557,677,177
641,677,177
365,678,178
677,678,178
76,679,179
321,679,179
644,680,180
659,680,180
19,681,181
680,681,181
284,682,182
658,682,182
116,683,183
542,683,183
175,684,184
427,684,184
98,685,185
586,685,185
650,686,186
685,686,186
621,687,187
653,687,187
209,688,188
246,688,188
410,689,189
688,689,189
239,690,190
602,690,190
141,691,191
447,691,191
111,692,192
607,692,192
549,693,193
571,693,193
354,694,194
555,694,194
618,695,195
663,695,195
95,696,196
684,696,196
395,697,197
470,697,197
85,698,198
697,698,198
492,699,199
573,699,199
53,700,200
699,700,200
117,701,201
348,701,201
327,702,202
442,702,202
424,703,203
702,703,203
35,704,204
695,704,204
603,705,205
704,705,205
489,706,206
705,706,206
400,707,207
686,707,207
309,708,208
614,708,208
634,709,209
703,709,209
92,710,210
258,710,210
133,711,211
136,711,211
560,712,212
632,712,212
299,713,213
712,713,213
336,714,214
569,714,214
316,715,215
637,715,215
390,716,216
687,716,216
665,717,217
716,717,217
275,718,218
579,718,218
230,719,219
640,719,219
268,720,220
317,720,220
243,721,221
448,721,221
692,722,222
718,722,222
88,723,223
362,723,223
145,724,224
333,724,224
113,725,225
465,725,225
224,726,226
725,726,226
189,727,227
196,727,227
180,728,228
195,728,228
176,729,229
567,729,229
599,730,230
707,730,230
77,731,231
486,731,231
464,732,232
585,732,232
512,733,233
639,733,233
94,734,234
693,734,234
357,735,235
701,735,235
485,736,236
660,736,236
75,737,237
260,737,237
58,738,238
691,738,238
690,739,239
738,739,239
271,740,240
273,740,240
301,741,241
740,741,241
304,742,242
706,742,242
110,743,243
715,743,243
713,744,244
722,744,244
31,745,245
629,745,245
714,746,246
745,746,246
237,747,247
452,747,247
638,748,248
747,748,248
717,749,249
748,749,249
66,750,250
620,750,250
421,751,251
750,751,251
675,752,252
751,752,252
456,753,253
694,753,253
296,754,254
554,754,254
624,755,255
754,755,255
149,756,256
652,756,256
52,757,257
314,757,257
469,758,258
578,758,258
108,759,259
235,759,259
124,760,260
711,760,260
142,761,261
499,761,261
359,762,262
461,762,262
339,763,263
753,763,263
188,764,264
669,764,264
233,765,265
764,765,265
129,766,266
613,766,266
369,767,267
682,767,267
657,768,268
767,768,268
205,769,269
768,769,269
56,770,270
769,770,270
676,771,271
770,771,271
671,772,272
771,772,272
596,773,273
643,773,273
147,774,274
278,774,274
490,775,275
774,775,275
81,776,276
161,776,276
83,777,277
728,777,277
251,778,278
777,778,278
386,779,279
437,779,279
374,780,280
779,780,280
406,781,281
662,781,281
43,782,282
781,782,282
749,783,283
758,783,283
419,784,284
731,784,284
372,785,285
784,785,285
107,786,286
732,786,286
318,787,287
739,787,287
215,788,288
608,788,288
312,789,289
755,789,289
743,790,290
789,790,290
661,791,291
666,791,291
40,792,292
698,792,292
426,793,293
757,793,293
166,794,294
766,794,294
178,795,295
734,795,295
778,796,296
795,796,296
710,797,297
765,797,297
399,798,298
422,798,298
89,799,299
681,799,299
678,800,300
799,800,300
101,801,301
252,801,301
1,802,302
800,802,302
109,803,303
782,803,303
744,804,304
803,804,304
802,805,305
804,805,305
118,806,306
772,806,306
80,807,307
169,807,307
106,808,308
708,808,308
208,809,309
700,809,309
683,810,310
689,810,310
267,811,311
730,811,311
672,812,312
811,812,312
633,813,313
746,813,313
756,814,314
791,814,314
719,815,315
814,815,315
38,816,316
143,816,316
156,817,317
760,817,317
729,818,318
817,818,318
8,819,319
17,819,319
385,820,320
651,820,320
148,821,321
505,821,321
55,822,322
821,822,322
736,823,323
806,823,323
179,824,324
221,824,324
9,825,325
266,825,325
79,826,326
721,826,326
673,827,327
825,827,327
476,828,328
723,828,328
347,829,329
780,829,329
4,830,330
792,830,330
2,831,331
830,831,331
407,832,332
775,832,332
311,833,333
813,833,333
186,834,334
783,834,334
21,835,335
788,835,335
242,836,336
761,836,336
823,837,337
829,837,337
401,838,338
815,838,338
344,839,339
838,839,339
720,840,340
785,840,340
234,841,341
763,841,341
423,842,342
